"","Metabolite","Estimate","SE","LCI","UCI","Pval"
"157","L.HDL.TG..",1.05454667950641,0.0775448398239223,0.905925969240878,1.22785242025791,0.493402744382534
"112","L.VLDL.TG..",1.04764387795846,0.0737041816140306,0.903559773462562,1.20646220848527,0.527717849796416
"198","PUFA",0.953262490494959,0.0761508328758838,0.821110802538288,1.10689205753462,0.529640510284716
"191","ApoB.ApoA1",0.954236430795712,0.0753489763426409,0.823880648064795,1.10718864960787,0.534144837098656
"62","M.LDL.TG",0.954703337120434,0.0762090881554111,0.82081738370979,1.1065652282487,0.543017755997583
"79","L.HDL.PL",1.04690365788146,0.0767307931621052,0.899816152981664,1.2157191058363,0.55025832171549
"25","M.VLDL.CE",1.0458371389791,0.0754994993558973,0.899964051130161,1.21016994527339,0.55276947473913
"172","VLDL.C",1.04589306123677,0.0766515970971672,0.900490179317441,1.21629558982949,0.558285107070567
"80","L.HDL.C",1.04499592864742,0.0761232803108024,0.898689674830451,1.21139131340708,0.563142323728977
"78","L.HDL.L",1.04432658202774,0.0770154734963819,0.897250182370416,1.21360405712318,0.573323952904768
